Value,Sentiment
estivesses nas sete quintas,1
estivesses nas tintas,-1
estivesses no bom caminho,1
estivesses num beco sem saida,-1
estivesses pelos cabelos,-1
estivesses por um fio,-1
estivesses sempre a bater na mesma tecla,-1
estiveste a altura,1
estiveste a altura de,1
estiveste a anos luz de,-1
estiveste a beira do precipicio,-1
estiveste a deriva,-1
estiveste a dormir,-1
estiveste a dormir a sombra da bananeira,-1
estiveste a falar para as paredes,-1
estiveste a falar sozinho,-1
estiveste a jeito,-1
estiveste a nora,-1
estiveste a pensar na morte da bezerra,-1
estiveste a rasca,-1
estiveste a rasquinha,-1
estiveste a secar,-1
estiveste a sombra da bananeira,-1
estiveste ai para as curvas,1
estiveste ao deus dara,-1
estiveste armado em carapau de corrida,-1
estiveste as aranhas,-1
estiveste as cegas,-1
estiveste as turras com,-1
estiveste bem,1
estiveste com a cabeca na lua,-1
estiveste com a corda ao pescoco,-1
estiveste com a corda na garganta,-1
estiveste com a corda no pescoco,-1
estiveste com a lagrima no canto do olho,-1
estiveste com cara de caso,-1
estiveste com dor de corno,-1
estiveste com dor de cotovelo,-1
estiveste com macacos na cabeca,-1
estiveste com macacos no sotao,-1
estiveste com macaquinhos na cabeca,-1
estiveste com macaquinhos no sotao,-1
estiveste com o coracao nas maos,-1
estiveste com os azeites,-1
estiveste com os pes para a cova,-1
estiveste com um aperto no coracao,-1
estiveste de cabeca quente,-1
estiveste de maos a abanar,-1
estiveste de maos atadas,-1
estiveste de maos e pes atados,-1
estiveste de molho,-1
estiveste de olhos vendados,-1
estiveste de pes atados,-1
estiveste de saude,1
estiveste de tanga,-1
estiveste de trombas,-1
estiveste em baixo,-1
estiveste em baixo de forma,-1
estiveste em grande,1
estiveste em grande forma,1
estiveste em pedacos,-1
estiveste em pele e osso,-1
estiveste enterrado ate as orelhas,-1
estiveste feito ao bife,-1
estiveste feito barata tonta,-1
estiveste feito com,-1
estiveste fora de ti,-1
estiveste na lua,-1
estiveste na retranca,-1
estiveste nas maos de,-1
estiveste nas sete quintas,1
estiveste no bom caminho,1
estiveste num beco sem saida,-1
estiveste pelos cabelos,-1
estiveste por um fio,-1
estiveste sempre a bater na mesma tecla,-1
estiveste-te nas tintas,-1
estivestes a altura,1
estivestes a altura de,1
estivestes a anos luz de,-1
estivestes a beira do precipicio,-1
estivestes a deriva,-1
estivestes a dormir,-1
estivestes a dormir a sombra da bananeira,-1
estivestes a falar para as paredes,-1
estivestes a falar sozinho,-1
estivestes a jeito,-1
estivestes a nora,-1
estivestes a pensar na morte da bezerra,-1
estivestes a rasca,-1
estivestes a rasquinha,-1
estivestes a secar,-1
estivestes a sombra da bananeira,-1
estivestes ai para as curvas,1
estivestes ao deus dara,-1
estivestes armados em carapau de corrida,-1
estivestes as aranhas,-1
estivestes as cegas,-1
estivestes as turras com,-1
estivestes bem,1
estivestes com a cabeca na lua,-1
estivestes com a corda ao pescoco,-1
estivestes com a corda na garganta,-1
estivestes com a corda no pescoco,-1
estivestes com a lagrima no canto do olho,-1
estivestes com cara de caso,-1
estivestes com dor de corno,-1
estivestes com dor de cotovelo,-1
estivestes com macacos na cabeca,-1
estivestes com macacos no sotao,-1
estivestes com macaquinhos na cabeca,-1
estivestes com macaquinhos no sotao,-1
estivestes com o coracao nas maos,-1
estivestes com os azeites,-1
estivestes com os pes para a cova,-1
estivestes com um aperto no coracao,-1
estivestes de cabeca quente,-1
estivestes de maos a abanar,-1
estivestes de maos atadas,-1
estivestes de maos e pes atados,-1
estivestes de molho,-1
estivestes de olhos vendados,-1
estivestes de pes atados,-1
estivestes de saude,1
estivestes de tanga,-1
estivestes de trombas,-1
estivestes em baixo,-1
estivestes em baixo de forma,-1
estivestes em grande,1
estivestes em grande forma,1
estivestes em pedacos,-1
estivestes em pele e osso,-1
estivestes enterrados ate as orelhas,-1
estivestes feitos ao bife,-1
estivestes feitos baratas tontas,-1
estivestes feitos com,-1
estivestes fora de vos,-1
estivestes na lua,-1
estivestes na retranca,-1
estivestes nas maos de,-1
estivestes nas sete quintas,1
estivestes nas tintas,-1
estivestes no bom caminho,1
estivestes num beco sem saida,-1
estivestes pelos cabelos,-1
estivestes por um fio,-1
estivestes sempre a bater na mesma tecla,-1
estoica,-1
estoicas,-1
estoico,-1
estoicos,-1
estoirada,-1
estoiradas,-1
estoirado,-1
estoirados,-1
estoiro,-1
estoiros,-1
estonteante,1
estorva,1
estorvado,1
estorvai,1
estorvais,1
estorvam,1
estorvamo,1
estorvamos,1
estorvando,1
estorvar,1
estorvara,1
estorvaram,1
estorvaramo,1
estorvaramos,1
estorvarao,1
estorvaras,1
estorvarde,1
estorvardes,1
estorvare,1
estorvarei,1
estorvareis,1
estorvarem,1
estorvaremos,1
estorvares,1
estorvaria,1
estorvariam,1
estorvariamos,1
estorvarias,1
estorvarieis,1
estorvarmo,1
estorvarmos,1
estorvas,1
estorvasse,1
estorvasseis,1
estorvassem,1
estorvassemos,1
estorvasses,1
estorvaste,1
estorvastes,1
estorvava,1
estorvavam,1
estorvavamo,1
estorvavamos,1
estorvavas,1
estorvavei,1
estorvaveis,1
estorve,1
estorvei,1
estorveis,1
estorvem,1
estorvemo,1
estorvemos,1
estorves,1
estorvo,1
estorvou,1
estou a altura,1
estou a altura de,1
estou a anos luz de,-1
estou a beira do precipicio,-1
estou a deriva,-1
estou a dormir,-1
estou a dormir a sombra da bananeira,-1
estou a falar para as paredes,-1
estou a falar sozinho,-1
estou a jeito,-1
estou a nora,-1
estou a pensar na morte da bezerra,-1
estou a rasca,-1
estou a rasquinha,-1
estou a secar,-1
estou a sombra da bananeira,-1
estou ai para as curvas,1
estou ao deus dara,-1
estou armado em carapau de corrida,-1
estou as aranhas,-1
estou as cegas,-1
estou as turras com,-1
estou bem,1
estou com a cabeca na lua,-1
estou com a corda ao pescoco,-1
estou com a corda na garganta,-1
estou com a corda no pescoco,-1
estou com a lagrima no canto do olho,-1
estou com cara de caso,-1
estou com dor de corno,-1
estou com dor de cotovelo,-1
estou com macacos na cabeca,-1
estou com macacos no sotao,-1
estou com macaquinhos na cabeca,-1
estou com macaquinhos no sotao,-1
estou com o coracao nas maos,-1
estou com os azeites,-1
estou com os pes para a cova,-1
estou com um aperto no coracao,-1
estou de cabeca quente,-1
estou de maos a abanar,-1
estou de maos atadas,-1
estou de maos e pes atados,-1
estou de molho,-1
estou de olhos vendados,-1
estou de pes atados,-1
estou de saude,1
estou de tanga,-1
estou de trombas,-1
estou em baixo,-1
estou em baixo de forma,-1
estou em grande,1
estou em grande forma,1
estou em pedacos,-1
estou em pele e osso,-1
estou enterrado ate as orelhas,-1
estou feito ao bife,-1
estou feito barata tonta,-1
estou feito com,-1
estou fora de mim,-1
estou na lua,-1
estou na retranca,-1
estou nas maos de,-1
estou nas sete quintas,1
estou no bom caminho,1
estou num beco sem saida,-1
estou pelos cabelos,-1
estou por um fio,-1
estou sempre a bater na mesma tecla,-1
estou-se nas tintas,-1
estourada,-1
estouradas,-1
estourado,-1
estourados,-1
estouvada,-1
estouvadas,-1
estouvado,-1
estouvados,-1
estrabica,-1
estrabicas,-1
estrabico,-1
estrabicos,-1
estragada,-1
estragadas,-1
estragado,-1
estragados,-1
estrambolica,-1
estrambolicas,-1
estrambolico,-1
estrambolicos,-1
estrambotica,-1
estramboticas,-1
estrambotico,-1
estramboticos,-1
estrangeirada,-1
estrangeiradas,-1
estrangeirado,-1
estrangeirados,-1
estrangula,1
estrangulada,-1
estranguladas,-1
estrangulado,-1
estrangulados,-1
estrangulai,1
estrangulais,1
estrangulam,1
estrangulamo,1
estrangulamos,1
estrangulando,1
estrangular,1
estrangulara,1
estrangularam,1
estrangularamo,1
estrangularamos,1
estrangularao,1
estrangularas,1
estrangularde,1
estrangulardes,1
estrangulare,1
estrangularei,1
estrangulareis,1
estrangularem,1
estrangularemos,1
estrangulares,1
estrangularia,1
estrangulariam,1
estrangulariamos,1
estrangularias,1
estrangularieis,1
estrangularmo,1
estrangularmos,1
estrangulas,1
estrangulasse,1
estrangulasseis,1
estrangulassem,1
estrangulassemos,1
estrangulasses,1
estrangulaste,1
estrangulastes,1
estrangulava,1
estrangulavam,1
estrangulavamo,1
estrangulavamos,1
estrangulavas,1
estrangulavei,1
estrangulaveis,1
estrangule,1
estrangulei,1
estranguleis,1
estrangulem,1
estrangulemo,1
estrangulemos,1
estrangules,1
estrangulo,1
estrangulou,1
estranha,-1
estranhas,-1
estranho,-1
estranhos,-1
estratagema,-1
estratagemas,-1
estremunhada,-1
estremunhadas,-1
estremunhado,-1
estremunhados,-1
estrenua,1
estrenuas,1
estrenuo,1
estrenuos,1
estridente,-1
estridentes,-1
estroina,-1
estroinas,-1
estropiada,-1
estropiadas,-1
estropiado,-1
estropiados,-1
estruturada,1
estruturadas,1
estruturado,-1
estruturados,1
estudiosa,1
estudiosas,1
estudioso,1
estudiosos,1
estulta,-1
estultas,-1
estulto,-1
estultos,-1
estupefaciente,-1
estupefacientes,-1
estupenda,1
estupendas,1
estupendo,1
estupendos,1
estupida,-1
estupidas,-1
estupidez,-1
estupido,-1
estupidos,-1
estuporada,-1
estuporadas,-1
estuporado,-1
estuporados,-1
estuprada,-1
estupradas,-1
estuprado,-1
estuprados,-1
esvaem-se em sangue,-1
esvai-se em sangue,-1
esvai-vos em sangue,-1
esvaia-se em sangue,-1
esvaiais em sangue,-1
esvaiam-se em sangue,-1
esvaiamo-nos em sangue,-1
esvaiamos em sangue,-1
esvaias-te em sangue,-1
esvaido em sangue,-1
esvaiei-me em sangue,-1
esvaieis em sangue,-1
esvaimo-nos em sangue,-1
esvaimos em sangue,-1
esvaindo-se em sangue,-1
esvaio-me em sangue,-1
esvair-me-ei em sangue,-1
esvair-se em sangue,-1
esvair-se-a em sangue,-1
esvair-se-ao em sangue,-1
esvair-se-ia em sangue,-1
esvair-se-iam em sangue,-1
esvair-te-as em sangue,-1
esvair-te-ias em sangue,-1
esvaira-se em sangue,-1
esvairam-se em sangue,-1
esvairamo-nos em sangue,-1
esvairamos em sangue,-1
esvairas-te em sangue,-1
esvairde-vos em sangue,-1
esvairdes em sangue,-1
esvaire-se em sangue,-1
esvairei-vos em sangue,-1
esvaireis em sangue,-1
esvairem-se em sangue,-1
esvairemos em sangue,-1
esvaires em sangue,-1
esvairiamos em sangue,-1
esvairieis em sangue,-1
esvairmo-nos em sangue,-1
esvairmos em sangue,-1
esvais em sangue,-1
esvais-se em sangue,-1
esvaisse em sangue,-1
esvaisseis em sangue,-1
esvaissem em sangue,-1
esvaissemos em sangue,-1
esvaisses em sangue,-1
esvaiste-te em sangue,-1
esvaistes em sangue,-1
esvaiu-se em sangue,-1
esvaziada,-1
esvaziadas,-1
esvaziado,-1
esvaziados,-1
eterea,1
etereas,1
etereo,1
etereos,1
eterno,1
etilizada,-1
etilizadas,-1
etilizado,-1
etilizados,-1
eufonica,1
eufonicas,1
eufonico,1
eufonicos,1
euforica,1
euforicas,1
euforico,1
euforicos,1
eunuca,-1
eunucas,-1
eunuco,-1
eunucos,-1
euroceptica,0
eurocepticas,0
euroceptico,0
eurocepticos,0
eurocetica,0
euroceticas,0
eurocetico,0
euroceticos,0
europeista,0
europeistas,0
evasao,-1
evasiva,-1
evasivas,-1
evasivo,-1
evasivos,-1
evita,-1
evitado,-1
evitai,-1
evitais,-1
evitam,-1
evitamo,-1
evitamos,-1
evitando,-1
evitar,-1
evitara,-1
evitaram,-1
evitaramo,-1
evitaramos,-1
evitarao,-1
evitaras,-1
evitarde,-1
evitardes,-1
evitare,-1
evitarei,-1
evitareis,-1
evitarem,-1
evitaremos,-1
evitares,-1
evitaria,-1
evitariam,-1
evitariamos,-1
evitarias,-1
evitarieis,-1
evitarmo,-1
evitarmos,-1
evitas,-1
evitasse,-1
evitasseis,-1
evitassem,-1
evitassemos,-1
evitasses,-1
evitaste,-1
evitastes,-1
evitava,-1
evitavam,-1
evitavamo,-1
evitavamos,-1
evitavas,-1
evitavei,-1
evitaveis,-1
evite,-1
evitei,-1
eviteis,-1
evitem,-1
evitemo,-1
evitemos,-1
evites,-1
evito,-1
evitou,-1
evoluido,1
exacerbada,-1
exacerbadas,-1
exacerbado,-1
exacerbados,-1
exagera,-1
exagerada,-1
exageradas,-1
exagerado,-1
exagerados,-1
exagerai,-1
exagerais,-1
exageram,-1
exageramo,-1
exageramos,-1
exagerando,-1
exagerar,-1
exagerara,-1
exageraram,-1
exageraramo,-1
exageraramos,-1
exagerarao,-1
exageraras,-1
exagerarde,-1
exagerardes,-1
exagerare,-1
exagerarei,-1
exagerareis,-1
exagerarem,-1
exageraremos,-1
exagerares,-1
exageraria,-1
exagerariam,-1
exagerariamos,-1
exagerarias,-1
exagerarieis,-1
exagerarmo,-1
exagerarmos,-1
exageras,-1
exagerasse,-1
exagerasseis,-1
exagerassem,-1
exagerassemos,-1
exagerasses,-1
exageraste,-1
exagerastes,-1
exagerava,-1
exageravam,-1
exageravamo,-1
exageravamos,-1
exageravas,-1
exageravei,-1
exageraveis,-1
exagere,-1
exagerei,-1
exagereis,-1
exagerem,-1
exageremo,-1
exageremos,-1
exageres,-1
exagero,-1
exagerou,-1
exalada,-1
exaladas,-1
exalado,-1
exalados,-1
exalta,-1
exaltada,-1
exaltadas,-1
exaltado,-1
exaltados,-1
exaltai,-1
exaltais,-1
exaltam,-1
exaltamo,-1
exaltamos,-1
exaltando,-1
exaltar,-1
exaltar-se,-1
exaltara,-1
exaltaram,-1
exaltaramo,-1
exaltaramos,-1
exaltarao,-1
exaltaras,-1
exaltarde,-1
exaltardes,-1
exaltare,-1
exaltarei,-1
exaltareis,-1
exaltarem,-1
exaltaremos,-1
exaltares,-1
exaltaria,-1
exaltariam,-1
exaltariamos,-1
exaltarias,-1
exaltarieis,-1
exaltarmo,-1
exaltarmos,-1
exaltas,-1
exaltasse,-1
exaltasseis,-1
exaltassem,-1
exaltassemos,-1
exaltasses,-1
exaltaste,-1
exaltastes,-1
exaltava,-1
exaltavam,-1
exaltavamo,-1
exaltavamos,-1
exaltavas,-1
exaltavei,-1
exaltaveis,-1
exalte,-1
exaltei,-1
exalteis,-1
exaltem,-1
exaltemo,-1
exaltemos,-1
exaltes,-1
exalto,-1
exaltou,-1
exangue,-1
exangues,-1
exaspera,-1
exasperacao,-1
exasperada,-1
exasperadas,-1
exasperado,-1
exasperados,-1
exasperai,-1
exasperais,-1
exasperam,-1
exasperamo,-1
exasperamos,-1
exasperando,-1
exasperar,-1
exasperar-se,-1
exasperara,-1
exasperaram,-1
exasperaramo,-1
exasperaramos,-1
exasperarao,-1
exasperaras,-1
exasperarde,-1
exasperardes,-1
exasperare,-1
exasperarei,-1
exasperareis,-1
exasperarem,-1
exasperaremos,-1
exasperares,-1
exasperaria,-1
exasperariam,-1
exasperariamos,-1
exasperarias,-1
exasperarieis,-1
exasperarmo,-1
exasperarmos,-1
exasperas,-1
exasperasse,-1
exasperasseis,-1
exasperassem,-1
exasperassemos,-1
exasperasses,-1
exasperaste,-1
exasperastes,-1
exasperava,-1
exasperavam,-1
exasperavamo,-1
exasperavamos,-1
exasperavas,-1
exasperavei,-1
exasperaveis,-1
exaspere,-1
exasperei,-1
exaspereis,-1
exasperem,-1
exasperemo,-1
exasperemos,-1
exasperes,-1
exaspero,-1
exasperou,-1
exata,1
exatas,1
exato,1
exatos,1
exausta,-1
exaustao,-1
exaustas,-1
exausto,-1
exaustos,-1
exceda,-1
excedais,-1
excedam,-1
excedamo,-1
excedamos,-1
excedas,-1
excede,-1
excedei,-1
excedeis,-1
excedem,-1
excedemo,-1
excedemos,-1
excedendo,-1
exceder,1
exceder-se,-1
excedera,-1
excederam,-1
excederamo,-1
excederamos,-1
excederao,-1
excederas,-1
excederde,-1
excederdes,-1
excedere,-1
excederei,-1
excedereis,-1
excederem,-1
excederemos,-1
excederes,-1
excederia,-1
excederiam,-1
excederiamos,-1
excederias,-1
excederieis,-1
excedermo,-1
excedermos,-1
excedes,-1
excedesse,-1
excedesseis,-1
excedessem,-1
excedessemos,-1
excedesses,-1
excedeste,-1
excedestes,-1
excedeu,-1
excedi,-1
excedia,-1
excediam,-1
excediamo,-1
excediamos,-1
excedias,-1
excedido,-1
excediei,-1
excedieis,-1
excedo,-1
excelencia,1
excelente,1
excelentes,1
excelsa,1
excelsas,1
excelso,1
excelsos,1
excentrica,0
excentricas,0
excentrico,0
excentricos,0
excepcionais,1
excepcional,1
excessiva,-1
excessivas,-1
excessividade,-1
excessivo,-1
excessivos,-1
excita,1
excitada,0
excitadas,0
excitado,0
excitados,0
excitai,1
excitais,1
excitam,1
excitamo,1
excitamos,1
excitando,1
excitante,1
excitantes,1
excitar,1
excitara,1
excitaram,1
excitaramo,1
excitaramos,1
excitarao,1
excitaras,1
excitarde,1
excitardes,1
excitare,1
excitarei,1
excitareis,1
excitarem,1
excitaremos,1
excitares,1
excitaria,1
excitariam,1
excitariamos,1
excitarias,1
excitarieis,1
excitarmo,1
excitarmos,1
excitas,1
excitasse,1
excitasseis,1
excitassem,1
excitassemos,1
excitasses,1
excitaste,1
excitastes,1
excitava,1
excitavam,1
excitavamo,1
excitavamos,1
excitavas,1
excitavei,1
excitaveis,1
excitavel,0
excite,1
excitei,1
exciteis,1
excitem,1
excitemo,1
excitemos,1
excites,1
excito,1
excitou,1
excluida,-1
excluidas,-1
excluido,-1
excluidos,-1
excomungada,-1
excomungadas,-1
excomungado,-1
excomungados,-1
execra,0
execracao,-1
execrada,-1
execradas,-1
execrado,-1
execrados,-1
execrai,0
execrais,0
execram,0
execramo,0
execramos,0
execrando,0
execrar,0
execrara,0
execraram,0
execraramo,0
execraramos,0
execrarao,0
execraras,0
execrarde,0
execrardes,0
execrare,0
execrarei,0
execrareis,0
execrarem,0
execraremos,0
execrares,0
execraria,0
execrariam,0
execrariamos,0
execrarias,0
execrarieis,0
execrarmo,0
execrarmos,0
execras,0
execrasse,0
execrasseis,0
execrassem,0
execrassemos,0
execrasses,0
